Symbol,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,1984-06-18,0.517857,0.531250,0.506696,0.529018,0.023809,28649600
AAPL,1984-06-19,0.529018,0.542411,0.524554,0.524554,0.023608,40236000
AAPL,1984-06-20,0.524554,0.540179,0.513393,0.540179,0.024311,29881600
AAPL,1984-06-21,0.540179,0.546875,0.517857,0.517857,0.023307,35476000
AAPL,1984-06-22,0.517857,0.526786,0.511161,0.511161,0.023005,21151200
AAPL,1984-06-25,0.511161,0.515625,0.482143,0.486607,0.021900,41871200
AAPL,1984-06-26,0.486607,0.488839,0.464286,0.464286,0.020896,37161600
AAPL,1984-06-27,0.464286,0.468750,0.433036,0.450893,0.020293,94320800
AAPL,1984-06-28,0.450893,0.477679,0.450893,0.470982,0.021197,29579200
AAPL,1984-06-29,0.470982,0.495536,0.470982,0.473214,0.021297,35498400
AAPL,1984-07-02,0.473214,0.475446,0.448661,0.457589,0.020594,39916800
AAPL,1984-07-03,0.457589,0.459821,0.444196,0.450893,0.020293,44766400
AAPL,1984-07-05,0.450893,0.455357,0.435268,0.441964,0.019891,23296000
AAPL,1984-07-06,0.441964,0.455357,0.433036,0.448661,0.020192,23912000
AAPL,1984-07-09,0.448661,0.470982,0.441964,0.468750,0.021097,47667200
AAPL,1984-07-10,0.468750,0.484375,0.466518,0.479911,0.021599,43075200
AAPL,1984-07-11,0.479911,0.486607,0.466518,0.473214,0.021297,30273600
AAPL,1984-07-12,0.473214,0.484375,0.470982,0.475446,0.021398,42173600
AAPL,1984-07-13,0.475446,0.484375,0.464286,0.470982,0.021197,33986400
AAPL,1984-07-16,0.470982,0.470982,0.446429,0.459821,0.020695,50747200
AAPL,1984-07-17,0.459821,0.464286,0.453125,0.459821,0.020695,21212800
AAPL,1984-07-18,0.459821,0.462054,0.450893,0.453125,0.020393,26006400
AAPL,1984-07-19,0.453125,0.459821,0.448661,0.453125,0.020393,19476800
AAPL,1984-07-20,0.453125,0.459821,0.450893,0.453125,0.020393,8293600
AAPL,1984-07-23,0.453125,0.453125,0.437500,0.448661,0.020192,23508800
AAPL,1984-07-24,0.448661,0.482143,0.446429,0.475446,0.021398,44811200
AAPL,1984-07-25,0.477679,0.488839,0.477679,0.477679,0.021498,50114400
AAPL,1984-07-26,0.477679,0.493304,0.473214,0.486607,0.021900,35834400
AAPL,1984-07-27,0.486607,0.491071,0.482143,0.484375,0.021800,18485600
AAPL,1984-07-30,0.484375,0.486607,0.450893,0.455357,0.020494,31259200
AAPL,1984-07-31,0.455357,0.462054,0.444196,0.455357,0.020494,49907200
AAPL,1984-08-01,0.455357,0.459821,0.433036,0.446429,0.020092,71433600
AAPL,1984-08-02,0.446429,0.453125,0.430804,0.430804,0.019389,75919200
AAPL,1984-08-03,0.430804,0.491071,0.428571,0.488839,0.022001,154515200
AAPL,1984-08-06,0.488839,0.544643,0.486607,0.522321,0.023508,156699200
AAPL,1984-08-07,0.522321,0.535714,0.497768,0.529018,0.023809,83120800
AAPL,1984-08-08,0.529018,0.540179,0.504464,0.508929,0.022905,73600800
AAPL,1984-08-09,0.508929,0.535714,0.497768,0.531250,0.023909,64405600
AAPL,1984-08-10,0.531250,0.551339,0.506696,0.508929,0.022905,99344000
AAPL,1984-08-13,0.508929,0.540179,0.502232,0.535714,0.024110,60362400
AAPL,1984-08-14,0.535714,0.540179,0.508929,0.515625,0.023206,43517600
AAPL,1984-08-15,0.513393,0.513393,0.493304,0.497768,0.022403,44721600
AAPL,1984-08-16,0.497768,0.506696,0.491071,0.502232,0.022603,36204000
AAPL,1984-08-17,0.502232,0.504464,0.484375,0.491071,0.022101,38483200
AAPL,1984-08-20,0.491071,0.493304,0.475446,0.488839,0.022001,34613600
AAPL,1984-08-21,0.488839,0.513393,0.488839,0.508929,0.022905,44884000
AAPL,1984-08-22,0.508929,0.522321,0.495536,0.500000,0.022503,55104000
AAPL,1984-08-23,0.500000,0.511161,0.500000,0.502232,0.022603,20854400
AAPL,1984-08-24,0.502232,0.508929,0.497768,0.502232,0.022603,17724000
AAPL,1984-08-27,0.502232,0.502232,0.488839,0.497768,0.022403,21918400
AAPL,1984-08-28,0.497768,0.504464,0.493304,0.504464,0.022704,14789600
AAPL,1984-08-29,0.504464,0.506696,0.486607,0.491071,0.022101,18530400
AAPL,1984-08-30,0.491071,0.497768,0.482143,0.482143,0.021699,12740000
AAPL,1984-08-31,0.482143,0.484375,0.466518,0.473214,0.021297,34462400
AAPL,1984-09-04,0.473214,0.477679,0.464286,0.468750,0.021097,29960000
AAPL,1984-09-05,0.468750,0.475446,0.464286,0.468750,0.021097,25939200
AAPL,1984-09-06,0.468750,0.479911,0.468750,0.473214,0.021297,32743200
AAPL,1984-09-07,0.473214,0.479911,0.468750,0.473214,0.021297,20815200
AAPL,1984-09-10,0.473214,0.475446,0.462054,0.470982,0.021197,16156000
AAPL,1984-09-11,0.475446,0.488839,0.475446,0.479911,0.021599,38096800
AAPL,1984-09-12,0.479911,0.482143,0.466518,0.466518,0.020996,33280800
AAPL,1984-09-13,0.491071,0.493304,0.491071,0.491071,0.022101,51833600
AAPL,1984-09-14,0.493304,0.508929,0.493304,0.497768,0.022403,61717600
AAPL,1984-09-17,0.511161,0.517857,0.511161,0.511161,0.023005,48188000
AAPL,1984-09-18,0.511161,0.515625,0.493304,0.493304,0.022202,24326400
AAPL,1984-09-19,0.493304,0.497768,0.482143,0.482143,0.021699,26572000
AAPL,1984-09-20,0.484375,0.488839,0.484375,0.484375,0.021800,16542400
AAPL,1984-09-21,0.484375,0.497768,0.473214,0.479911,0.021599,24959200
AAPL,1984-09-24,0.479911,0.482143,0.475446,0.475446,0.021398,19751200
AAPL,1984-09-25,0.473214,0.473214,0.466518,0.466518,0.020996,41697600
AAPL,1984-09-26,0.466518,0.486607,0.459821,0.459821,0.020695,27742400
AAPL,1984-09-27,0.459821,0.462054,0.459821,0.459821,0.020695,26482400
AAPL,1984-09-28,0.459821,0.459821,0.439732,0.448661,0.020192,58352000
AAPL,1984-10-01,0.446429,0.446429,0.437500,0.437500,0.019690,24444000
AAPL,1984-10-02,0.441964,0.457589,0.441964,0.441964,0.019891,29562400
AAPL,1984-10-03,0.448661,0.455357,0.448661,0.448661,0.020192,30105600
AAPL,1984-10-04,0.453125,0.457589,0.453125,0.453125,0.020393,31371200
AAPL,1984-10-05,0.453125,0.453125,0.441964,0.444196,0.019991,24393600
AAPL,1984-10-08,0.444196,0.446429,0.444196,0.444196,0.019991,11743200
AAPL,1984-10-09,0.444196,0.446429,0.439732,0.439732,0.019791,31315200
AAPL,1984-10-10,0.439732,0.439732,0.426339,0.426339,0.019188,91212800
AAPL,1984-10-11,0.426339,0.437500,0.424107,0.424107,0.019087,45690400
AAPL,1984-10-12,0.424107,0.426339,0.401786,0.406250,0.018284,66449600
AAPL,1984-10-15,0.428571,0.433036,0.428571,0.428571,0.019288,60816000
AAPL,1984-10-16,0.428571,0.430804,0.426339,0.426339,0.019188,29506400
AAPL,1984-10-17,0.444196,0.446429,0.444196,0.444196,0.019991,39160800
AAPL,1984-10-18,0.457589,0.459821,0.457589,0.457589,0.020594,61790400
AAPL,1984-10-19,0.457589,0.488839,0.455357,0.457589,0.020594,81530400
AAPL,1984-10-22,0.457589,0.464286,0.453125,0.453125,0.020393,28688800
AAPL,1984-10-23,0.464286,0.468750,0.464286,0.464286,0.020896,46608800
AAPL,1984-10-24,0.468750,0.473214,0.468750,0.468750,0.021097,41753600
AAPL,1984-10-25,0.468750,0.468750,0.450893,0.450893,0.020293,39541600
AAPL,1984-10-26,0.450893,0.450893,0.437500,0.439732,0.019791,28711200
AAPL,1984-10-29,0.441964,0.444196,0.441964,0.441964,0.019891,12661600
AAPL,1984-10-30,0.446429,0.450893,0.446429,0.446429,0.020092,18648000
AAPL,1984-10-31,0.446429,0.450893,0.444196,0.444196,0.019991,15058400
AAPL,1984-11-01,0.446429,0.450893,0.446429,0.446429,0.020092,11760000
AAPL,1984-11-02,0.446429,0.448661,0.441964,0.444196,0.019991,6921600
AAPL,1984-11-05,0.444196,0.453125,0.441964,0.441964,0.019891,26342400
AAPL,1984-11-06,0.468750,0.470982,0.468750,0.468750,0.021097,56330400
AAPL,1984-11-07,0.468750,0.470982,0.459821,0.459821,0.020695,57887200
AAPL,1984-11-08,0.459821,0.459821,0.441964,0.441964,0.019891,22030400
AAPL,1984-11-09,0.441964,0.444196,0.410714,0.415179,0.018685,73533600
AAPL,1984-11-12,0.430804,0.433036,0.430804,0.430804,0.019389,28313600
AAPL,1984-11-13,0.430804,0.439732,0.419643,0.419643,0.018886,31668000
AAPL,1984-11-14,0.424107,0.428571,0.424107,0.424107,0.019087,26084800
AAPL,1984-11-15,0.424107,0.428571,0.424107,0.424107,0.019087,26650400
AAPL,1984-11-16,0.424107,0.430804,0.412946,0.415179,0.018685,41440000
AAPL,1984-11-19,0.415179,0.417411,0.390625,0.390625,0.017580,58245600
AAPL,1984-11-20,0.404018,0.406250,0.404018,0.404018,0.018183,65811200
AAPL,1984-11-21,0.412946,0.415179,0.412946,0.412946,0.018585,44682400
AAPL,1984-11-23,0.417411,0.430804,0.417411,0.424107,0.019087,34272000
AAPL,1984-11-26,0.428571,0.428571,0.428571,0.428571,0.019288,25160800
AAPL,1984-11-27,0.439732,0.444196,0.439732,0.439732,0.019791,31852800
AAPL,1984-11-28,0.462054,0.473214,0.462054,0.462054,0.020795,102631200
AAPL,1984-11-29,0.462054,0.462054,0.453125,0.453125,0.020393,43719200
AAPL,1984-11-30,0.453125,0.457589,0.439732,0.441964,0.019891,27176800
AAPL,1984-12-03,0.441964,0.444196,0.435268,0.435268,0.019590,24500000
AAPL,1984-12-04,0.444196,0.453125,0.444196,0.444196,0.019991,30094400
AAPL,1984-12-05,0.466518,0.466518,0.466518,0.466518,0.020996,65727200
AAPL,1984-12-06,0.488839,0.491071,0.488839,0.488839,0.022001,79318400
AAPL,1984-12-07,0.488839,0.506696,0.484375,0.486607,0.021900,123631200
AAPL,1984-12-10,0.486607,0.486607,0.477679,0.477679,0.021498,27871200
AAPL,1984-12-11,0.477679,0.484375,0.470982,0.470982,0.021197,30945600
AAPL,1984-12-12,0.470982,0.470982,0.455357,0.455357,0.020494,27518400
AAPL,1984-12-13,0.459821,0.468750,0.459821,0.459821,0.020695,16710400
AAPL,1984-12-14,0.459821,0.475446,0.459821,0.470982,0.021197,24035200
AAPL,1984-12-17,0.482143,0.486607,0.482143,0.482143,0.021699,31309600
AAPL,1984-12-18,0.511161,0.513393,0.511161,0.511161,0.023005,85142400
AAPL,1984-12-19,0.511161,0.513393,0.491071,0.491071,0.022101,79374400
AAPL,1984-12-20,0.491071,0.500000,0.488839,0.488839,0.022001,34960800
AAPL,1984-12-21,0.488839,0.491071,0.477679,0.482143,0.021699,30973600
AAPL,1984-12-24,0.491071,0.493304,0.491071,0.491071,0.022101,16884000
AAPL,1984-12-26,0.493304,0.497768,0.493304,0.493304,0.022202,16794400
AAPL,1984-12-27,0.495536,0.497768,0.495536,0.495536,0.022302,24690400
AAPL,1984-12-28,0.495536,0.515625,0.493304,0.513393,0.023106,41333600
AAPL,1984-12-31,0.520089,0.522321,0.520089,0.520089,0.023407,51940000
AAPL,1985-01-02,0.520089,0.520089,0.497768,0.497768,0.022403,43825600
AAPL,1985-01-03,0.506696,0.520089,0.506696,0.506696,0.022804,41652800
AAPL,1985-01-04,0.506696,0.508929,0.500000,0.506696,0.022804,34316800
AAPL,1985-01-07,0.506696,0.508929,0.504464,0.504464,0.022704,42728000
AAPL,1985-01-08,0.504464,0.508929,0.500000,0.500000,0.022503,35280000
AAPL,1985-01-09,0.513393,0.520089,0.513393,0.513393,0.023106,41680800
AAPL,1985-01-10,0.535714,0.537946,0.535714,0.535714,0.024110,69266400
AAPL,1985-01-11,0.535714,0.540179,0.526786,0.531250,0.023909,51262400
AAPL,1985-01-14,0.546875,0.551339,0.546875,0.546875,0.024613,67608800
AAPL,1985-01-15,0.546875,0.555804,0.535714,0.535714,0.024110,66242400
AAPL,1985-01-16,0.540179,0.549107,0.540179,0.540179,0.024311,47471200
AAPL,1985-01-17,0.540179,0.549107,0.502232,0.502232,0.022603,136880800
AAPL,1985-01-18,0.502232,0.522321,0.500000,0.511161,0.023005,88166400
AAPL,1985-01-21,0.522321,0.526786,0.522321,0.522321,0.023508,81356800
AAPL,1985-01-22,0.537946,0.540179,0.537946,0.537946,0.024211,106209600
AAPL,1985-01-23,0.537946,0.540179,0.529018,0.529018,0.023809,107626400
AAPL,1985-01-24,0.529018,0.529018,0.517857,0.517857,0.023307,99265600
AAPL,1985-01-25,0.517857,0.529018,0.506696,0.529018,0.023809,79615200
AAPL,1985-01-28,0.540179,0.546875,0.540179,0.540179,0.024311,103045600
AAPL,1985-01-29,0.540179,0.544643,0.533482,0.533482,0.024010,55932800
AAPL,1985-01-30,0.533482,0.544643,0.533482,0.533482,0.024010,123110400
AAPL,1985-01-31,0.533482,0.535714,0.517857,0.517857,0.023307,69059200
AAPL,1985-02-01,0.517857,0.520089,0.506696,0.511161,0.023005,34434400
AAPL,1985-02-04,0.522321,0.524554,0.522321,0.522321,0.023508,54504800
AAPL,1985-02-05,0.526786,0.535714,0.526786,0.526786,0.023708,47510400
AAPL,1985-02-06,0.535714,0.535714,0.535714,0.535714,0.024110,48608000
AAPL,1985-02-07,0.535714,0.542411,0.533482,0.533482,0.024010,61370400
AAPL,1985-02-08,0.533482,0.535714,0.526786,0.533482,0.024010,33006400
AAPL,1985-02-11,0.544643,0.549107,0.544643,0.544643,0.024512,86738400
AAPL,1985-02-12,0.544643,0.546875,0.531250,0.531250,0.023909,56627200
AAPL,1985-02-13,0.531250,0.531250,0.506696,0.506696,0.022804,131756800
AAPL,1985-02-14,0.506696,0.511161,0.493304,0.493304,0.022202,106708000
AAPL,1985-02-15,0.493304,0.502232,0.488839,0.500000,0.022503,43405600
AAPL,1985-02-19,0.497768,0.497768,0.493304,0.493304,0.022202,37458400
AAPL,1985-02-20,0.493304,0.495536,0.470982,0.470982,0.021197,54992000
AAPL,1985-02-21,0.479911,0.482143,0.479911,0.479911,0.021599,77056000
AAPL,1985-02-22,0.479911,0.497768,0.479911,0.493304,0.022202,56632800
AAPL,1985-02-25,0.493304,0.495536,0.486607,0.486607,0.021900,24634400
AAPL,1985-02-26,0.486607,0.488839,0.477679,0.477679,0.021498,47241600
AAPL,1985-02-27,0.477679,0.477679,0.448661,0.448661,0.020192,100895200
AAPL,1985-02-28,0.448661,0.448661,0.441964,0.441964,0.019891,79766400
AAPL,1985-03-01,0.441964,0.444196,0.428571,0.444196,0.019991,61857600
AAPL,1985-03-04,0.450893,0.464286,0.450893,0.450893,0.020293,38276000
AAPL,1985-03-05,0.462054,0.462054,0.462054,0.462054,0.020795,32692800
AAPL,1985-03-06,0.462054,0.462054,0.439732,0.439732,0.019791,48400800
AAPL,1985-03-07,0.439732,0.441964,0.395089,0.395089,0.017781,183495200
AAPL,1985-03-08,0.395089,0.395089,0.370536,0.383929,0.017279,118389600
AAPL,1985-03-11,0.397321,0.399554,0.397321,0.397321,0.017882,71500800
AAPL,1985-03-12,0.410714,0.415179,0.410714,0.410714,0.018485,54857600
AAPL,1985-03-13,0.410714,0.410714,0.388393,0.388393,0.017480,62781600
AAPL,1985-03-14,0.388393,0.390625,0.388393,0.388393,0.017480,60401600
AAPL,1985-03-15,0.388393,0.412946,0.386161,0.404018,0.018183,45354400
AAPL,1985-03-18,0.408482,0.412946,0.408482,0.408482,0.018384,31192000
AAPL,1985-03-19,0.408482,0.412946,0.392857,0.392857,0.017681,42862400
AAPL,1985-03-20,0.397321,0.404018,0.397321,0.397321,0.017882,101242400
AAPL,1985-03-21,0.404018,0.410714,0.404018,0.404018,0.018183,40616800
AAPL,1985-03-22,0.404018,0.410714,0.397321,0.397321,0.017882,20092800
AAPL,1985-03-25,0.397321,0.397321,0.386161,0.386161,0.017380,27490400
AAPL,1985-03-26,0.401786,0.401786,0.401786,0.401786,0.018083,30357600
AAPL,1985-03-27,0.401786,0.406250,0.390625,0.390625,0.017580,27837600
AAPL,1985-03-28,0.390625,0.397321,0.390625,0.390625,0.017580,32401600
AAPL,1985-03-29,0.390625,0.397321,0.390625,0.395089,0.017781,21795200
AAPL,1985-04-01,0.395089,0.404018,0.386161,0.386161,0.017380,28515200
AAPL,1985-04-02,0.386161,0.388393,0.375000,0.375000,0.016877,56856800
AAPL,1985-04-03,0.375000,0.377232,0.375000,0.375000,0.016877,60664800
AAPL,1985-04-04,0.375000,0.377232,0.368304,0.372768,0.016777,40465600
AAPL,1985-04-08,0.372768,0.375000,0.350446,0.350446,0.015772,49683200
AAPL,1985-04-09,0.350446,0.352679,0.350446,0.350446,0.015772,65973600
AAPL,1985-04-10,0.375000,0.379464,0.375000,0.375000,0.016877,56728000
AAPL,1985-04-11,0.381696,0.392857,0.381696,0.381696,0.017179,36668800
AAPL,1985-04-12,0.381696,0.381696,0.370536,0.372768,0.016777,18132800
AAPL,1985-04-15,0.381696,0.386161,0.381696,0.381696,0.017179,14957600
AAPL,1985-04-16,0.386161,0.388393,0.386161,0.386161,0.017380,16912000
AAPL,1985-04-17,0.404018,0.408482,0.404018,0.404018,0.018183,30811200
AAPL,1985-04-18,0.408482,0.410714,0.408482,0.408482,0.018384,50607200
AAPL,1985-04-19,0.408482,0.408482,0.399554,0.401786,0.018083,24007200
AAPL,1985-04-22,0.401786,0.401786,0.386161,0.386161,0.017380,25648000
AAPL,1985-04-23,0.395089,0.397321,0.395089,0.395089,0.017781,29573600
AAPL,1985-04-24,0.395089,0.401786,0.392857,0.392857,0.017681,19734400
AAPL,1985-04-25,0.392857,0.395089,0.392857,0.392857,0.017681,21907200
AAPL,1985-04-26,0.392857,0.404018,0.390625,0.390625,0.017580,29926400
AAPL,1985-04-29,0.390625,0.392857,0.377232,0.377232,0.016978,15551200
AAPL,1985-04-30,0.379464,0.381696,0.379464,0.379464,0.017078,23682400
AAPL,1985-05-01,0.379464,0.381696,0.372768,0.372768,0.016777,14336000
AAPL,1985-05-02,0.368304,0.368304,0.343750,0.343750,0.015471,82443200
AAPL,1985-05-03,0.343750,0.359375,0.343750,0.357143,0.016074,39530400
AAPL,1985-05-06,0.357143,0.361607,0.352679,0.352679,0.015873,14033600
AAPL,1985-05-07,0.357143,0.357143,0.357143,0.357143,0.016074,26902400
AAPL,1985-05-08,0.354911,0.354911,0.354911,0.354911,0.015973,36097600
AAPL,1985-05-09,0.357143,0.359375,0.357143,0.357143,0.016074,31768800
AAPL,1985-05-10,0.357143,0.366071,0.357143,0.361607,0.016274,34020000
AAPL,1985-05-13,0.361607,0.363839,0.357143,0.357143,0.016074,21806400
AAPL,1985-05-14,0.357143,0.359375,0.352679,0.352679,0.015873,30436000
AAPL,1985-05-15,0.357143,0.363839,0.357143,0.357143,0.016074,32608800
AAPL,1985-05-16,0.381696,0.392857,0.381696,0.381696,0.017179,57635200
AAPL,1985-05-17,0.381696,0.395089,0.379464,0.388393,0.017480,52964800
AAPL,1985-05-20,0.388393,0.397321,0.381696,0.381696,0.017179,49296800
AAPL,1985-05-21,0.379464,0.379464,0.370536,0.370536,0.016676,38136000
AAPL,1985-05-22,0.370536,0.372768,0.368304,0.368304,0.016576,30139200
AAPL,1985-05-23,0.366071,0.366071,0.352679,0.352679,0.015873,59791200
AAPL,1985-05-24,0.352679,0.352679,0.323661,0.323661,0.014567,147369600
AAPL,1985-05-28,0.319196,0.319196,0.301339,0.301339,0.013562,127741600
AAPL,1985-05-29,0.305804,0.308036,0.305804,0.305804,0.013763,61639200
AAPL,1985-05-30,0.314732,0.319196,0.314732,0.314732,0.014165,78730400
AAPL,1985-05-31,0.314732,0.321429,0.310268,0.310268,0.013964,92355200
AAPL,1985-06-03,0.303571,0.303571,0.285714,0.285714,0.012859,144004000
AAPL,1985-06-04,0.308036,0.310268,0.308036,0.308036,0.013863,100480800
AAPL,1985-06-05,0.308036,0.316964,0.301339,0.301339,0.013562,71601600
AAPL,1985-06-06,0.303571,0.303571,0.303571,0.303571,0.013663,67799200
AAPL,1985-06-07,0.303571,0.303571,0.292411,0.292411,0.013160,118809600
AAPL,1985-06-10,0.292411,0.294643,0.287946,0.287946,0.012959,79032800
AAPL,1985-06-11,0.287946,0.294643,0.287946,0.287946,0.012959,75180000
AAPL,1985-06-12,0.287946,0.290179,0.281250,0.281250,0.012658,61997600
AAPL,1985-06-13,0.281250,0.283482,0.265625,0.265625,0.011955,94880800
AAPL,1985-06-14,0.265625,0.281250,0.263393,0.263393,0.011854,141416800
AAPL,1985-06-17,0.265625,0.267857,0.265625,0.265625,0.011955,59085600
AAPL,1985-06-18,0.272321,0.276786,0.272321,0.272321,0.012256,66304000
AAPL,1985-06-19,0.279018,0.283482,0.279018,0.279018,0.012557,42996800
AAPL,1985-06-20,0.281250,0.281250,0.281250,0.281250,0.012658,47700800
AAPL,1985-06-21,0.287946,0.294643,0.287946,0.287946,0.012959,41535200
AAPL,1985-06-24,0.308036,0.312500,0.308036,0.308036,0.013863,51441600
AAPL,1985-06-25,0.312500,0.319196,0.312500,0.312500,0.014064,73477600
AAPL,1985-06-26,0.323661,0.323661,0.323661,0.323661,0.014567,33051200
AAPL,1985-06-27,0.328125,0.330357,0.328125,0.328125,0.014768,48115200
AAPL,1985-06-28,0.328125,0.330357,0.321429,0.321429,0.014466,33936000
AAPL,1985-07-01,0.323661,0.325893,0.323661,0.323661,0.014567,25860800
AAPL,1985-07-02,0.323661,0.325893,0.308036,0.308036,0.013863,19432000
AAPL,1985-07-03,0.312500,0.312500,0.312500,0.312500,0.014064,17124800
AAPL,1985-07-05,0.314732,0.316964,0.314732,0.314732,0.014165,9144800
AAPL,1985-07-08,0.314732,0.316964,0.314732,0.314732,0.014165,23055200
AAPL,1985-07-09,0.314732,0.316964,0.314732,0.314732,0.014165,36976800
AAPL,1985-07-10,0.321429,0.321429,0.321429,0.321429,0.014466,26510400
AAPL,1985-07-11,0.321429,0.323661,0.321429,0.321429,0.014466,16223200
AAPL,1985-07-12,0.321429,0.321429,0.319196,0.319196,0.014366,11760000
AAPL,1985-07-15,0.319196,0.325893,0.316964,0.316964,0.014265,19420800
AAPL,1985-07-16,0.316964,0.319196,0.312500,0.312500,0.014064,35840000
AAPL,1985-07-17,0.314732,0.319196,0.314732,0.314732,0.014165,29545600
AAPL,1985-07-18,0.314732,0.314732,0.308036,0.308036,0.013863,44766400
AAPL,1985-07-19,0.310268,0.310268,0.310268,0.310268,0.013964,28728000
AAPL,1985-07-22,0.310268,0.310268,0.301339,0.301339,0.013562,48076000
AAPL,1985-07-23,0.301339,0.305804,0.294643,0.294643,0.013261,42173600
AAPL,1985-07-24,0.294643,0.299107,0.290179,0.290179,0.013060,42179200
AAPL,1985-07-25,0.296875,0.299107,0.296875,0.296875,0.013361,78769600
AAPL,1985-07-26,0.296875,0.299107,0.296875,0.296875,0.013361,32631200
AAPL,1985-07-29,0.296875,0.296875,0.285714,0.285714,0.012859,19437600
AAPL,1985-07-30,0.290179,0.292411,0.290179,0.290179,0.013060,22366400
AAPL,1985-07-31,0.290179,0.292411,0.283482,0.283482,0.012758,20126400
AAPL,1985-08-01,0.283482,0.287946,0.283482,0.283482,0.012758,12891200
AAPL,1985-08-02,0.283482,0.283482,0.281250,0.281250,0.012658,24354400
AAPL,1985-08-05,0.281250,0.283482,0.274554,0.274554,0.012357,23083200
AAPL,1985-08-06,0.274554,0.281250,0.272321,0.272321,0.012256,15769600
AAPL,1985-08-07,0.272321,0.285714,0.265625,0.265625,0.011955,37934400
AAPL,1985-08-08,0.270089,0.272321,0.270089,0.270089,0.012156,36943200
AAPL,1985-08-09,0.272321,0.272321,0.272321,0.272321,0.012256,15237600
AAPL,1985-08-12,0.272321,0.272321,0.267857,0.267857,0.012055,13748000
AAPL,1985-08-13,0.272321,0.276786,0.272321,0.272321,0.012256,10595200
AAPL,1985-08-14,0.272321,0.272321,0.261161,0.261161,0.011754,72475200
AAPL,1985-08-15,0.261161,0.263393,0.258929,0.258929,0.011653,26297600
AAPL,1985-08-16,0.261161,0.265625,0.261161,0.261161,0.011754,20938400
AAPL,1985-08-19,0.267857,0.272321,0.267857,0.267857,0.012055,11967200
AAPL,1985-08-20,0.272321,0.272321,0.272321,0.272321,0.012256,16738400
AAPL,1985-08-21,0.272321,0.272321,0.272321,0.272321,0.012256,19252800
AAPL,1985-08-22,0.272321,0.272321,0.265625,0.265625,0.011955,30828000
AAPL,1985-08-23,0.265625,0.267857,0.263393,0.263393,0.011854,11004000
AAPL,1985-08-26,0.270089,0.270089,0.270089,0.270089,0.012156,8915200
AAPL,1985-08-27,0.272321,0.272321,0.272321,0.272321,0.012256,10729600
AAPL,1985-08-28,0.272321,0.274554,0.272321,0.272321,0.012256,10236800
AAPL,1985-08-29,0.272321,0.272321,0.265625,0.265625,0.011955,14028000
AAPL,1985-08-30,0.267857,0.267857,0.267857,0.267857,0.012055,10718400
AAPL,1985-09-03,0.267857,0.267857,0.263393,0.263393,0.011854,9363200
AAPL,1985-09-04,0.265625,0.270089,0.265625,0.265625,0.011955,11888800
AAPL,1985-09-05,0.265625,0.267857,0.265625,0.265625,0.011955,8204000
AAPL,1985-09-06,0.267857,0.267857,0.267857,0.267857,0.012055,23200800
AAPL,1985-09-09,0.272321,0.274554,0.272321,0.272321,0.012256,33079200
AAPL,1985-09-10,0.274554,0.279018,0.274554,0.274554,0.012357,30441600
AAPL,1985-09-11,0.276786,0.279018,0.276786,0.276786,0.012457,21772800
AAPL,1985-09-12,0.287946,0.287946,0.287946,0.287946,0.012959,27792800
AAPL,1985-09-13,0.287946,0.287946,0.281250,0.281250,0.012658,17634400
AAPL,1985-09-16,0.281250,0.281250,0.272321,0.272321,0.012256,9245600
AAPL,1985-09-17,0.272321,0.272321,0.272321,0.272321,0.012256,45936800
AAPL,1985-09-18,0.290179,0.290179,0.290179,0.290179,0.013060,30021600
AAPL,1985-09-19,0.303571,0.303571,0.303571,0.303571,0.013663,46580800
AAPL,1985-09-20,0.303571,0.305804,0.299107,0.299107,0.013462,33807200
AAPL,1985-09-23,0.301339,0.305804,0.301339,0.301339,0.013562,29646400
AAPL,1985-09-24,0.301339,0.308036,0.294643,0.294643,0.013261,22024800
AAPL,1985-09-25,0.294643,0.294643,0.283482,0.283482,0.012758,26124000
AAPL,1985-09-26,0.283482,0.285714,0.283482,0.283482,0.012758,13372800
AAPL,1985-09-30,0.283482,0.285714,0.281250,0.281250,0.012658,9161600
AAPL,1985-10-01,0.281250,0.283482,0.281250,0.281250,0.012658,22086400
AAPL,1985-10-02,0.281250,0.283482,0.279018,0.279018,0.012557,5376000
AAPL,1985-10-03,0.279018,0.279018,0.276786,0.276786,0.012457,12230400
AAPL,1985-10-04,0.276786,0.276786,0.267857,0.267857,0.012055,17382400
AAPL,1985-10-07,0.267857,0.272321,0.267857,0.267857,0.012055,22982400
AAPL,1985-10-08,0.270089,0.270089,0.270089,0.270089,0.012156,21744800
AAPL,1985-10-09,0.270089,0.272321,0.267857,0.267857,0.012055,20703200
AAPL,1985-10-10,0.283482,0.285714,0.283482,0.283482,0.012758,65436000
AAPL,1985-10-11,0.285714,0.290179,0.285714,0.285714,0.012859,29573600
AAPL,1985-10-14,0.296875,0.296875,0.296875,0.296875,0.013361,38796800
AAPL,1985-10-15,0.303571,0.305804,0.303571,0.303571,0.013663,73472000
AAPL,1985-10-16,0.321429,0.323661,0.321429,0.321429,0.014466,72111200
AAPL,1985-10-17,0.325893,0.341518,0.325893,0.325893,0.014667,87046400
AAPL,1985-10-18,0.325893,0.328125,0.316964,0.316964,0.014265,57607200
AAPL,1985-10-21,0.316964,0.316964,0.308036,0.308036,0.013863,29719200
